3.252995275915189222e+00,-5.955477119458551377e-02,2.304169384631280237e-01,-3.762062341837282986e+01,2.793093517018325200e-01,-1.849981744653812765e-02
3.297688765232000385e+00,-7.194798172372120215e-02,1.536022571111459178e-01,-3.760203365024329969e+01,6.060356010207548216e-01,3.643506610115546107e-03
3.353850186469273797e+00,-6.210228613378893092e-02,-1.646551979669235583e-02,-3.759598918325979611e+01,9.379103029906539213e-01,3.030763178847020733e-02
3.413181051396775967e+00,-2.471890236232672511e-02,-1.514819548798931881e-01,-3.760529821942770212e+01,1.274946589532691910e+00,5.934943559915589750e-02
3.475444970106283282e+00,3.885512193080600807e-02,-5.504197593715662862e-01,-3.764249953269536775e+01,1.618282250614148765e+00,8.620348834395341608e-02
3.526328134046264662e+00,1.473759767446429225e-01,-7.171600028990330333e-01,-3.770683994419379559e+01,1.967897836016896829e+00,1.043049291002465656e-01
3.553471259013726069e+00,2.781572234680895206e-01,-1.248347466466293687e+00,-3.780797373069415812e+01,2.322604620204017589e+00,1.058275719036595314e-01
3.517327983289528781e+00,4.680757171779963977e-01,-1.731026506047825819e+00,-3.795967980737511738e+01,2.677097468219915122e+00,7.870990257645284205e-02
3.432524038134219690e+00,6.628100790915317786e-01,-1.982083142219142724e+00,-3.814663728489333749e+01,3.023277638107452425e+00,1.234578334703324148e-02
3.316099251500848943e+00,8.002645240692842776e-01,-2.033840840450948484e+00,-3.834758805717878971e+01,3.349992655231561312e+00,-1.001471347538331891e-01
3.173490984388704028e+00,8.582627987737672104e-01,-1.926526308681471900e+00,-3.854544599860332710e+01,3.644656669684825712e+00,-2.585800122186214245e-01
3.077156661286145400e+00,8.242983094983845627e-01,-1.625291044914337846e+00,-3.872191802849778952e+01,3.897894587833182545e+00,-4.596161900039046344e-01
3.054631774599713356e+00,7.159803663750454739e-01,-9.430948787104352915e-01,-3.884707083775718672e+01,4.108678076360457787e+00,-6.948948749593296670e-01
3.039724972584986862e+00,5.566647309446433045e-01,-9.493681702286927981e-01,-3.894181837346457797e+01,4.279439445649648732e+00,-9.542655374028073956e-01
3.067330843012728181e+00,4.499383762932229192e-01,-6.499263307618019514e-01,-3.902013757266367122e+01,4.414194314757293292e+00,-1.232471824087810308e+00
3.095621954157647959e+00,3.545792060855377237e-01,-7.502439852898800110e-01,-3.909074012708461510e+01,4.518445945523700935e+00,-1.524354248398802403e+00
3.143613883237113882e+00,3.155759342924195354e-01,-5.741497416608741799e-01,-3.915580066026642214e+01,4.596995593647836387e+00,-1.827769346131676409e+00
3.207219065929328927e+00,2.705431098191010686e-01,-4.935789779845695113e-01,-3.920876224936417742e+01,4.653640268281977299e+00,-2.141459651813886200e+00
3.259037897948506401e+00,2.377439706963869193e-01,-5.298376749398102659e-01,-3.926005150795903376e+01,4.690055935522662089e+00,-2.463546167957054056e+00
3.321497103063542067e+00,2.357101326700423993e-01,-5.544457974454447546e-01,-3.931435550823464808e+01,4.708079124679806604e+00,-2.793417925981313665e+00
3.350951543292881141e+00,2.757253364671582441e-01,-1.160163283978115301e+00,-3.940357457923968809e+01,4.704419970706283927e+00,-3.128427244754603986e+00
3.316501032899834556e+00,4.171354437627364242e-01,-1.863770890870945385e+00,-3.955854260860745342e+01,4.669009738668856713e+00,-3.461936641810722470e+00
3.219964022096720502e+00,6.187707911381177261e-01,-2.214686963853661705e+00,-3.976467577536207898e+01,4.593473779598665097e+00,-3.784659302391323088e+00
3.086783365126182233e+00,7.689780844594460429e-01,-2.266634960887139005e+00,-3.998957196472215259e+01,4.471726058582549790e+00,-4.084539506369383233e+00
2.988707485169046496e+00,8.050382066725718655e-01,-1.694152737605707060e+00,-4.018487829967672553e+01,4.304840224270242821e+00,-4.350122533115714951e+00
2.929388585601977457e+00,7.034099328545538876e-01,-1.291253504621179271e+00,-4.033250491507862279e+01,4.099619283021690208e+00,-4.575279671227935552e+00
2.929073544855381073e+00,5.672040723995057654e-01,-9.014260949518126953e-01,-4.044016111621192522e+01,3.864381031136766342e+00,-4.760275557006966807e+00
2.939887992844782083e+00,4.375536845445878176e-01,-8.957605206199957815e-01,-4.053006629564671925e+01,3.607128406494350070e+00,-4.908750295825982768e+00
2.963431868054402951e+00,3.787032064512253493e-01,-1.148805256652577711e+00,-4.063373013522262056e+01,3.332312323750857175e+00,-5.023590027780098666e+00
2.979840608221503651e+00,3.837328407838052069e-01,-1.140822585996730920e+00,-4.074831675751098459e+01,3.044177356285532099e+00,-5.105725595278878259e+00
3.005394159521668218e+00,3.827927326850538714e-01,-9.468197596752485623e-01,-4.085153923388158148e+01,2.746968377995261168e+00,-5.156354081042245241e+00
3.065149469160170170e+00,3.262505926810810863e-01,-4.148578435817391191e-02,-4.089543685073138590e+01,2.442818906155594938e+00,-5.181269522740357125e+00
3.130082167318898545e+00,1.757645265335182616e-01,1.073969239939993742e-01,-4.089133940093635289e+01,2.132010199041669107e+00,-5.189300575543579264e+00
3.185073023642178036e+00,7.808767041784654694e-02,5.144946838849596277e-02,-4.088371345953765967e+01,1.816259144772975231e+00,-5.186811122352119163e+00
3.237000470331116819e+00,3.953027485891223713e-02,-7.926719718335160925e-03,-4.088196732941751321e+01,1.495264829693063957e+00,-5.179311661153262136e+00
3.284966467127460543e+00,2.317018181104706087e-02,-3.297183487548179665e-02,-4.088412952575258430e+01,1.169417333033891282e+00,-5.168488596064262808e+00
3.331778474665866074e+00,1.826823051082137467e-02,1.465782682208813768e-02,-4.088482564318064760e+01,8.387715371017442356e-01,-5.156151150102788350e+00
3.375516126130248207e+00,4.305260296120023457e-03,9.845909096632778079e-02,-4.087862783248197474e+01,5.036341817858214220e-01,-5.143575423626002951e+00
3.409816086563694615e+00,-3.492029526833426850e-02,4.871499677539651851e-01,-4.084713121154629789e+01,1.645152260477476258e-01,-5.134549223189437406e+00
3.440159923377477114e+00,-1.211436761710675269e-01,5.224721962515762597e-01,-4.079654052860382052e+01,-1.779015565715064140e-01,-5.132863914252448367e+00
3.480405345603992284e+00,-1.635475496137819285e-01,2.120686910939342806e-01,-4.076161800286571690e+01,-5.243579175357647726e-01,-5.139617258344384432e+00
3.529256776498250314e+00,-1.264660842931212836e-01,-2.423097063849606603e-02,-4.075345365758261096e+01,-8.743531460565544533e-01,-5.154335238867064461e+00
3.590938702440829466e+00,-4.388372222551466251e-02,-3.762122947538029671e-01,-4.077544372697694541e+01,-1.229701900962638428e+00,-5.173458908983089799e+00
3.652187744626449462e+00,7.454541773559095197e-02,-6.285332660690922113e-01,-4.082690914868626209e+01,-1.591630192941075439e+00,-5.189691014984539663e+00
3.704628274306760893e+00,1.940946560323482950e-01,-6.647097572877883609e-01,-4.089160408176200434e+01,-1.959588070417040750e+00,-5.196891879904812050e+00
3.732294916446908140e+00,3.110449297240682753e-01,-1.204460488303850774e+00,-4.098782965193687744e+01,-2.332289151095189528e+00,-5.185771762975139865e+00
3.692140110655020457e+00,5.164517372378326643e-01,-1.772759426095545710e+00,-4.113947173686243275e+01,-2.704115720028196002e+00,-5.145213606364908543e+00
3.596705718643421257e+00,7.453244337636580896e-01,-1.941234882350161728e+00,-4.132636581999708625e+01,-3.065821432211390363e+00,-5.065826503735141983e+00
3.453246880137591290e+00,8.885121150014094749e-01,-2.070318624842272470e+00,-4.152766750791739270e+01,-3.405211061958529406e+00,-4.939764431881710216e+00
3.301539796793051984e+00,9.590099022374011239e-01,-1.952362007758073226e+00,-4.172863205324765801e+01,-3.709737894257993496e+00,-4.766418916925518445e+00
3.172929291133859131e+00,9.197650155920479298e-01,-1.540157976518244709e+00,-4.190168893594717758e+01,-3.968974704906672368e+00,-4.552525352410167869e+00
3.103584963055437296e+00,7.956386904726652221e-01,-1.289757610664023613e+00,-4.204236195755635208e+01,-4.179964880338753019e+00,-4.305414944918663167e+00
3.090750955504840469e+00,6.414616007485094418e-01,-6.915378422829955296e-01,-4.213848939780064740e+01,-4.344964553580760835e+00,-4.034411164314199993e+00
3.100320380989988411e+00,4.696624215517679057e-01,-7.710464883788465951e-01,-4.221214732419705484e+01,-4.470506196236700092e+00,-3.746797117699687707e+00
3.135312013929721253e+00,3.825522164163842054e-01,-5.738983643501690546e-01,-4.227812265030900107e+01,-4.563855823631413067e+00,-3.446608698875335719e+00
3.185527055660809292e+00,3.066642193039902931e-01,-4.653769368590041644e-01,-4.232952350805270925e+01,-4.631764494551904754e+00,-3.136226808738217464e+00
3.233140127100757599e+00,2.586015907400138758e-01,-6.578338275966826298e-01,-4.238679844877203351e+01,-4.676671429787298884e+00,-2.817618923946990428e+00
3.265841341504244877e+00,2.723716242684131594e-01,-7.769326652585805126e-01,-4.245930867101817796e+01,-4.699636016730765142e+00,-2.492958178070338260e+00
3.301983577288389426e+00,3.094937597068557200e-01,-8.857688085820834001e-01,-4.254319067859239567e+01,-4.699654978185766829e+00,-2.163265700397115854e+00
3.289418183620016034e+00,3.743617307045073450e-01,-1.621877686216810055e+00,-4.267248410569149542e+01,-4.668994286005459848e+00,-1.833265613793697790e+00
3.235911116560805656e+00,5.445338659659514358e-01,-1.943964342875082130e+00,-4.285272269163529302e+01,-4.601271627208085135e+00,-1.510328048301226245e+00
3.149445352755174454e+00,6.835593220545019832e-01,-2.073836525990309099e+00,-4.305457780360546138e+01,-4.490375068200541442e+00,-1.204280928866853007e+00
3.042126384374800541e+00,7.484037148523258187e-01,-1.980066586156709718e+00,-4.325712543986502112e+01,-4.333989987544688560e+00,-9.277778590230482125e-01
2.929478104730608212e+00,7.384624192273108179e-01,-1.898003544811661447e+00,-4.345105110315204655e+01,-4.136722000278750144e+00,-6.921335469946789942e-01
2.871417723090814889e+00,6.813589446632150048e-01,-1.454756484642556913e+00,-4.361650973722301927e+01,-3.906380625341711710e+00,-5.026571933792908231e-01
2.847099131195593547e+00,5.689057377704507257e-01,-1.157294458236364454e+00,-4.374568281116898305e+01,-3.652162136646251778e+00,-3.587231582824113030e-01
2.843586416865426791e+00,4.624614827146368845e-01,-9.238753299210146208e-01,-4.384854290901191121e+01,-3.382584596387640197e+00,-2.558938230591670249e-01
2.873690980985176946e+00,3.678382007342421711e-01,-7.579491833162677050e-01,-4.393145790575172072e+01,-3.101788162557265416e+00,-1.887790178489894277e-01
2.920078573939285604e+00,3.056876369387808157e-01,-5.815106247486762081e-01,-4.399728042349868673e+01,-2.812957799702118677e+00,-1.496319369982871128e-01
2.975924451551338112e+00,2.312101922616361382e-01,1.461585930651401188e-01,-4.401433469158256884e+01,-2.518010177588690723e+00,-1.297775490852948466e-01
3.035126337608046843e+00,8.948039990088993423e-02,2.893989990023896897e-01,-4.399148630953384753e+01,-2.217295314893584113e+00,-1.208434419772652091e-01
3.085564214542495520e+00,-1.686238902127247096e-03,2.478589159663397989e-01,-4.396470814127147975e+01,-1.911570110103449238e+00,-1.157269432818707200e-01
3.133835494242517505e+00,-3.680618798321199509e-02,1.726242770876765809e-01,-4.394425343178601651e+01,-1.601000935005900905e+00,-1.088646025749028662e-01
3.181235035757993934e+00,-4.639482051856642225e-02,2.132889910742053960e-02,-4.393566377755056607e+01,-1.285643801265947683e+00,-9.992651495319747335e-02
3.220617728005520153e+00,-2.248561169302286389e-02,-6.841504220976202255e-02,-4.393849053512246172e+01,-9.662608808785615455e-01,-8.855780208890816352e-02
3.252635202286918048e+00,4.290659739076867901e-03,-9.702767370779073752e-02,-4.394697509382191924e+01,-6.437122974081107563e-01,-7.636777917833899310e-02
3.298130827204715398e+00,-1.305801410883575958e-03,3.075182005459030088e-01,-4.393423055523940235e+01,-3.163170744611738527e-01,-6.294959875062089427e-02
3.339172337463740092e+00,-6.001741802941900489e-02,3.521175385036716676e-01,-4.390091038632927223e+01,1.505961719206639141e-02,-4.456340548778330024e-02
